Codigo Familia;Familia;legado
700553;CARTELA DE AMOSTRA GRANDE - 2971                                 ;700553-CARTELA DE AMOSTRA GRANDE - 2971                                 
700554;CARTELA DE AMOSTRA GRANDE - 2972                                 ;700554-CARTELA DE AMOSTRA GRANDE - 2972                                 
700555;CARTELA DE AMOSTRA GRANDE - 2973                                 ;700555-CARTELA DE AMOSTRA GRANDE - 2973                                 
700556;CARTELA DE AMOSTRA GRANDE - 2974                                 ;700556-CARTELA DE AMOSTRA GRANDE - 2974                                 
700557;CARTELA DE AMOSTRA GRANDE - 2975                                 ;700557-CARTELA DE AMOSTRA GRANDE - 2975                                 
700558;CARTELA DE AMOSTRA GRANDE - 2976                                 ;700558-CARTELA DE AMOSTRA GRANDE - 2976                                 
700559;CARTELA DE AMOSTRA GRANDE - 2977                                 ;700559-CARTELA DE AMOSTRA GRANDE - 2977                                 
700560;CARTELA DE AMOSTRA GRANDE - 2978                                 ;700560-CARTELA DE AMOSTRA GRANDE - 2978                                 
700561;CARTELA DE AMOSTRA GRANDE - 2979                                 ;700561-CARTELA DE AMOSTRA GRANDE - 2979                                 
700562;CARTELA DE AMOSTRA GRANDE - 2986                                 ;700562-CARTELA DE AMOSTRA GRANDE - 2986                                 
700563;CARTELA DE AMOSTRA GRANDE - 3062                                 ;700563-CARTELA DE AMOSTRA GRANDE - 3062                                 
700564;CARTELA DE AMOSTRA GRANDE - 4665                                 ;700564-CARTELA DE AMOSTRA GRANDE - 4665                                 
700565;CARTELA DE AMOSTRA GRANDE - 4699                                 ;700565-CARTELA DE AMOSTRA GRANDE - 4699                                 
700566;BOOK NOVOPLASTICO - DECORACAO;700566-BOOK NOVOPLASTICO - DECORACAO
700567;BOOK RONALDO - DECORACAO;700567-BOOK RONALDO - DECORACAO
700568;COBERTOR BERCO RASCHEL LISO CORTTEX;700568-COBERTOR BERCO RASCHEL LISO CORTTEX
700569;EDREDOM COLOR ART 150 FIOS LISO CORTTEX;700569-EDREDOM COLOR ART 150 FIOS LISO CORTTEX
700570;TAPETE BEM VINDO CORTTEX;700570-TAPETE BEM VINDO CORTTEX
700571;JOGO DE BANHEIRO GENEBRA 2 PE�AS CORTTEX;700571-JOGO DE BANHEIRO GENEBRA 2 PE�AS CORTTEX
700572;KIT COZINHA BISTRO 2 PE�AS CORTTEX;700572-KIT COZINHA BISTRO 2 PE�AS CORTTEX
700573;JOGO DE CAMA SUPERCAL CORTTEX;700573-JOGO DE CAMA SUPERCAL CORTTEX
700574;TAPETE NICE;700574-TAPETE NICE
700574;TAPETE NICE CORTTEX;700574-TAPETE NICE CORTTEX
700575;PASSADEIRA NICE CORTTEX ;700575-PASSADEIRA NICE CORTTEX 
700576;COBERTOR HOME DESIGN LUSTER CORTTEX;700576-COBERTOR HOME DESIGN LUSTER CORTTEX
700577;PASSADEIRA  DALLAS CORTTEX;700577-PASSADEIRA  DALLAS CORTTEX
700578;TAPETE DALLAS CORTTEX;700578-TAPETE DALLAS CORTTEX
700579;CARTELA DE AMOSTRA MEDIA - 2717;700579-CARTELA DE AMOSTRA MEDIA - 2717
700580;CARTELA DE AMOSTRA MEDIA - 2949;700580-CARTELA DE AMOSTRA MEDIA - 2949
700581;CARTELA DE AMOSTRA MEDIA - 2950;700581-CARTELA DE AMOSTRA MEDIA - 2950
700582;CARTELA DE AMOSTRA MEDIA - 2951;700582-CARTELA DE AMOSTRA MEDIA - 2951
700583;CARTELA DE AMOSTRA MEDIA - 2952;700583-CARTELA DE AMOSTRA MEDIA - 2952
700584;CARTELA DE AMOSTRA MEDIA - 2953;700584-CARTELA DE AMOSTRA MEDIA - 2953
700585;CARTELA DE AMOSTRA MEDIA - 2954;700585-CARTELA DE AMOSTRA MEDIA - 2954
700586;CARTELA DE AMOSTRA MEDIA - 2956;700586-CARTELA DE AMOSTRA MEDIA - 2956
700587;CARTELA DE AMOSTRA GRANDE - 2717;700587-CARTELA DE AMOSTRA GRANDE - 2717
700588;CARTELA DE AMOSTRA GRANDE - 2949;700588-CARTELA DE AMOSTRA GRANDE - 2949
700589;CARTELA DE AMOSTRA GRANDE - 2950;700589-CARTELA DE AMOSTRA GRANDE - 2950
700590;CARTELA DE AMOSTRA GRANDE - 2951;700590-CARTELA DE AMOSTRA GRANDE - 2951
700591;CARTELA DE AMOSTRA GRANDE - 2952;700591-CARTELA DE AMOSTRA GRANDE - 2952
700592;CARTELA DE AMOSTRA GRANDE - 2953;700592-CARTELA DE AMOSTRA GRANDE - 2953
700593;CARTELA DE AMOSTRA GRANDE - 2954;700593-CARTELA DE AMOSTRA GRANDE - 2954
700594;CARTELA DE AMOSTRA GRANDE - 2956;700594-CARTELA DE AMOSTRA GRANDE - 2956
700596;BOOK DISPUMA;700596-BOOK DISPUMA
700597;TAPETE LONDRES CORTTEX;700597-TAPETE LONDRES CORTTEX
700599;FRONHA ESSENCIALE CORTTEX;700599-FRONHA ESSENCIALE CORTTEX
700600;TOALHA BANHO  JACQUARD LISBOA CORTTEX;700600-TOALHA BANHO  JACQUARD LISBOA CORTTEX
700601;TOALHA ROSTO  JACQUARD LISBOA CORTTEX;700601-TOALHA ROSTO  JACQUARD LISBOA CORTTEX
700602;TOALHA BANH�O  JACQUARD LISBOA CORTTEX;700602-TOALHA BANH�O  JACQUARD LISBOA CORTTEX
700603;TOALHA BANHO JACQUARD PORTO CORTTEX;700603-TOALHA BANHO JACQUARD PORTO CORTTEX
700604;TOALHA ROSTO  JACQUARD PORTO CORTTEX;700604-TOALHA ROSTO  JACQUARD PORTO CORTTEX
700605;TOALHA BANH�O  JACQUARD PORTO CORTTEX;700605-TOALHA BANH�O  JACQUARD PORTO CORTTEX
700606;TOALHA BANHO JACQUARD COIMBRA CORTTEX;700606-TOALHA BANHO JACQUARD COIMBRA CORTTEX
700607;TOALHA ROSTO  JACQUARD COIMBRA CORTTEX;700607-TOALHA ROSTO  JACQUARD COIMBRA CORTTEX
700611;BOOK CASA LEO DEC;700611-BOOK CASA LEO DEC
700613;CAPA DE SOFA - 3 LUGARES;700613-CAPA DE SOFA - 3 LUGARES
700614;CAPA DE POLTRONA;700614-CAPA DE POLTRONA
700615;CAPA DE PUFF;700615-CAPA DE PUFF
700616;CAPA DE SOFA - 2 LUGARES;700616-CAPA DE SOFA - 2 LUGARES
700617;TAPETE CROACIA CORTTEX;700617-TAPETE CROACIA CORTTEX
700618;TAPETE IBIZA CORTTEX;700618-TAPETE IBIZA CORTTEX
700619;TAPETE IRLANDA CORTTEX;700619-TAPETE IRLANDA CORTTEX
700620;TAPETE AMSTERDA CORTTEX;700620-TAPETE AMSTERDA CORTTEX
700621;TAPETE BARCELONA CORTTEX;700621-TAPETE BARCELONA CORTTEX
700622;TAPETE ZURICH CORTTEX;700622-TAPETE ZURICH CORTTEX
700623;TAPETE SANTORINI CORTTEX;700623-TAPETE SANTORINI CORTTEX
700624;TAPETE MADRI CORTTEX;700624-TAPETE MADRI CORTTEX
700625;TAPETE NEW YORK CORTTEX;700625-TAPETE NEW YORK CORTTEX
700626;COLCHA STUDIO MIX CORTTEX         ;700626-COLCHA STUDIO MIX CORTTEX         
700627;COLCHA STUDIO MIX LISA CORTTEX         ;700627-COLCHA STUDIO MIX LISA CORTTEX         
700628;TAPETE BERLIM ;700628-TAPETE BERLIM 
700629;PORTA TRAVESSEIRO PARIS CORTTEX;700629-PORTA TRAVESSEIRO PARIS CORTTEX
700631;TAPETE BRISA CORTTEX;700631-TAPETE BRISA CORTTEX
700632;BOOK MARCELA;700632-BOOK MARCELA
700634;BOOK TELLARO;700634-BOOK TELLARO
700635;COBERTOR BERCO HOME DESIGN ALASKA CORTTEX;700635-COBERTOR BERCO HOME DESIGN ALASKA CORTTEX
700636;COBERTOR BERCO LUMINI 300 CORTTEX;700636-COBERTOR BERCO LUMINI 300 CORTTEX
700637;COBERTOR BERCO HOME DESIGN LUSTER CORTTEX;700637-COBERTOR BERCO HOME DESIGN LUSTER CORTTEX
700638;COLCHA BRISTOL CORTTEX ;700638-COLCHA BRISTOL CORTTEX 
700639;COLCHA LE MANS CORTTEX ;700639-COLCHA LE MANS CORTTEX 
700640;COLCHA LYON CORTTEX ;700640-COLCHA LYON CORTTEX 
700642;BOOK PAULO VICTOR 2;700642-BOOK PAULO VICTOR 2
700643;BOOK J & M;700643-BOOK J & M
700644;BOOK P H COUROS;700644-BOOK P H COUROS
700645;BOOK ANDRE LUIS;700645-BOOK ANDRE LUIS
700646;BOOK INOVE;700646-BOOK INOVE
700648;TAPETE RELAX;700648-TAPETE RELAX
700648;TAPETE RELAX CORTTEX;700648-TAPETE RELAX CORTTEX
700649;BOOK GRIFFE;700649-BOOK GRIFFE
700650;TAPETE BOX OVAL;700650-TAPETE BOX OVAL
700651;CAPACHO TEXAS;700651-CAPACHO TEXAS
700652;JOGO DE CAMA HOME DESIGN PERCAL 200 FIOS;700652-JOGO DE CAMA HOME DESIGN PERCAL 200 FIOS
700653;TOALHA PISO MYKONOS CORTTEX;700653-TOALHA PISO MYKONOS CORTTEX
700654;TOALHA PISO GRECIA CORTTEX;700654-TOALHA PISO GRECIA CORTTEX
700655;TOALHA BANHO  JACQUARD ASTI CORTTEX;700655-TOALHA BANHO  JACQUARD ASTI CORTTEX
700656;TOALHA ROSTO  JACQUARD ASTI CORTTEX;700656-TOALHA ROSTO  JACQUARD ASTI CORTTEX
700657;TOALHA BANHAO  JACQUARD ASTI  CORTTEX;700657-TOALHA BANHAO  JACQUARD ASTI  CORTTEX
700658;TOALHA BANHO  JACQUARD WAVE CORTTEX;700658-TOALHA BANHO  JACQUARD WAVE CORTTEX
700659;TOALHA ROSTO  JACQUARD WAVE CORTTEX;700659-TOALHA ROSTO  JACQUARD WAVE CORTTEX
700660;TOALHA BANHAO  JACQUARD WAVE CORTTEX;700660-TOALHA BANHAO  JACQUARD WAVE CORTTEX
700662;BOOK RC SILVA;700662-BOOK RC SILVA
700663;CARTELA DE AMOSTRA MEDIA - 3105;700663-CARTELA DE AMOSTRA MEDIA - 3105
700664;CARTELA DE AMOSTRA MEDIA - 3106;700664-CARTELA DE AMOSTRA MEDIA - 3106
700665;CARTELA DE AMOSTRA MEDIA - 3086;700665-CARTELA DE AMOSTRA MEDIA - 3086
700666;CARTELA DE AMOSTRA MEDIA - 3087;700666-CARTELA DE AMOSTRA MEDIA - 3087
700667;CARTELA DE AMOSTRA MEDIA - 3098;700667-CARTELA DE AMOSTRA MEDIA - 3098
700668;CARTELA DE AMOSTRA MEDIA - 3084;700668-CARTELA DE AMOSTRA MEDIA - 3084
700669;CARTELA DE AMOSTRA MEDIA - 3085;700669-CARTELA DE AMOSTRA MEDIA - 3085
700670;CARTELA DE AMOSTRA GRANDE - 3105;700670-CARTELA DE AMOSTRA GRANDE - 3105
700671;CARTELA DE AMOSTRA GRANDE - 3106;700671-CARTELA DE AMOSTRA GRANDE - 3106
700672;CARTELA DE AMOSTRA GRANDE - 3086;700672-CARTELA DE AMOSTRA GRANDE - 3086
700673;CARTELA DE AMOSTRA GRANDE - 3087;700673-CARTELA DE AMOSTRA GRANDE - 3087
700674;CARTELA DE AMOSTRA GRANDE - 3098;700674-CARTELA DE AMOSTRA GRANDE - 3098
700675;CARTELA DE AMOSTRA GRANDE - 3084;700675-CARTELA DE AMOSTRA GRANDE - 3084
700676;CARTELA DE AMOSTRA GRANDE - 3085;700676-CARTELA DE AMOSTRA GRANDE - 3085
700677;TOALHA BANHO  JACQUARD TRENTO  CORTTEX;700677-TOALHA BANHO  JACQUARD TRENTO  CORTTEX
700678;TOALHA ROSTO  JACQUARD TRENTO CORTTEX;700678-TOALHA ROSTO  JACQUARD TRENTO CORTTEX
700679;TOALHA BANHAO  JACQUARD TRENTO  CORTTEX;700679-TOALHA BANHAO  JACQUARD TRENTO  CORTTEX
700680;COLCHA OURO 300 FIOS CORTTEX;700680-COLCHA OURO 300 FIOS CORTTEX
700681;COLCHA LUMIERE 200 FIOS CORTTEX;700681-COLCHA LUMIERE 200 FIOS CORTTEX
700682;TAPETE COMFORT CORTTEX;700682-TAPETE COMFORT CORTTEX
700683;TAPETE LUX CORTTEX;700683-TAPETE LUX CORTTEX
700684;TAPETE LUX CORTTEX;700684-TAPETE LUX CORTTEX
700685;TAPETE BERLIM ;700685-TAPETE BERLIM 
700686;TOALHA BANHO JACQUARD PORTOFINO CORTTEX;700686-TOALHA BANHO JACQUARD PORTOFINO CORTTEX
700687;TOALHA ROSTO  JACQUARD PORTOFINO CORTTEX;700687-TOALHA ROSTO  JACQUARD PORTOFINO CORTTEX
700688;TOALHA BANH�O JACQUARD PORTOFINO CORTTEX;700688-TOALHA BANH�O JACQUARD PORTOFINO CORTTEX
700689;TOALHA BANHO AMALFI CORTTEX;700689-TOALHA BANHO AMALFI CORTTEX
700690;TOALHA ROSTO  AMALFI CORTTEX;700690-TOALHA ROSTO  AMALFI CORTTEX
700691;TOALHA BANHO POSITANO CORTTEX;700691-TOALHA BANHO POSITANO CORTTEX
700692;TOALHA ROSTO POSITANO CORTTEX;700692-TOALHA ROSTO POSITANO CORTTEX
700693;TAPETE ATLANTA CORTTEX;700693-TAPETE ATLANTA CORTTEX
700694;TAPETE ATLANTA CORTTEX;700694-TAPETE ATLANTA CORTTEX
700695;TAPETE ATLANTA CORTTEX;700695-TAPETE ATLANTA CORTTEX
700696;JOGO DE CAMA LIVING ART 300 FIOS CETIM CORTTEX;700696-JOGO DE CAMA LIVING ART 300 FIOS CETIM CORTTEX
700697;AMOSTRA DE TOALHAS DE BANHO ASTI;700697-AMOSTRA DE TOALHAS DE BANHO ASTI
700698;AMOSTRA DE TOALHAS DE BANHO TRENTO;700698-AMOSTRA DE TOALHAS DE BANHO TRENTO
700699;AMOSTRA DE TOALHAS DE BANHO WAVE;700699-AMOSTRA DE TOALHAS DE BANHO WAVE
700700;CARTELA DE AMOSTRA MEDIA - 3117;700700-CARTELA DE AMOSTRA MEDIA - 3117
700701;CARTELA DE AMOSTRA MEDIA - 3118;700701-CARTELA DE AMOSTRA MEDIA - 3118
700702;CARTELA DE AMOSTRA MEDIA - 3119;700702-CARTELA DE AMOSTRA MEDIA - 3119
700703;CARTELA DE AMOSTRA MEDIA - 3125;700703-CARTELA DE AMOSTRA MEDIA - 3125
700704;CARTELA DE AMOSTRA MEDIA - 3126;700704-CARTELA DE AMOSTRA MEDIA - 3126
700705;CARTELA DE AMOSTRA MEDIA - 3127;700705-CARTELA DE AMOSTRA MEDIA - 3127
700706;CARTELA DE AMOSTRA MEDIA - 3128;700706-CARTELA DE AMOSTRA MEDIA - 3128
700707;CARTELA DE AMOSTRA MEDIA - 3132;700707-CARTELA DE AMOSTRA MEDIA - 3132
700708;CARTELA DE AMOSTRA MEDIA - 3133;700708-CARTELA DE AMOSTRA MEDIA - 3133
700709;CARTELA DE AMOSTRA MEDIA - 3134;700709-CARTELA DE AMOSTRA MEDIA - 3134
700710;CARTELA DE AMOSTRA GRANDE - 3117;700710-CARTELA DE AMOSTRA GRANDE - 3117
700711;CARTELA DE AMOSTRA GRANDE - 3118;700711-CARTELA DE AMOSTRA GRANDE - 3118
700712;CARTELA DE AMOSTRA GRANDE - 3119;700712-CARTELA DE AMOSTRA GRANDE - 3119
700713;CARTELA DE AMOSTRA GRANDE - 3125;700713-CARTELA DE AMOSTRA GRANDE - 3125
700714;CARTELA DE AMOSTRA GRANDE - 3126;700714-CARTELA DE AMOSTRA GRANDE - 3126
700715;CARTELA DE AMOSTRA GRANDE - 3127;700715-CARTELA DE AMOSTRA GRANDE - 3127
700716;CARTELA DE AMOSTRA GRANDE - 3128;700716-CARTELA DE AMOSTRA GRANDE - 3128
700717;CARTELA DE AMOSTRA GRANDE - 3132;700717-CARTELA DE AMOSTRA GRANDE - 3132
700718;CARTELA DE AMOSTRA GRANDE - 3133;700718-CARTELA DE AMOSTRA GRANDE - 3133
700719;CARTELA DE AMOSTRA GRANDE - 3134;700719-CARTELA DE AMOSTRA GRANDE - 3134
700720;ROUPAO ATTUALE CINTA CORTTEX;700720-ROUPAO ATTUALE CINTA CORTTEX
700721;TAPETE EMBORRACHADO MICHIGAN CORTTEX;700721-TAPETE EMBORRACHADO MICHIGAN CORTTEX
700722;TAPETE ACONCHEGO CORTTEX;700722-TAPETE ACONCHEGO CORTTEX
700725;TAPETE ATLANTA CORTTEX;700725-TAPETE ATLANTA CORTTEX
700726;TOALHA PRAIA JACQUARD SORRENTO CORTTEX;700726-TOALHA PRAIA JACQUARD SORRENTO CORTTEX
700727;TOALHA PRAIA JACQUARD RIMINI CORTTEX;700727-TOALHA PRAIA JACQUARD RIMINI CORTTEX
700728;TOALHA PRAIA SARDENHA CORTTEX;700728-TOALHA PRAIA SARDENHA CORTTEX
700729;BOOK ADILSON;700729-BOOK ADILSON
700731;BOOK TAP H F;700731-BOOK TAP H F
700732;BOOK 3;700732-BOOK 3
700733;TOALHA DE BANHO JACQUARD ISTAMBUL LISA CORTTEX ;700733-TOALHA DE BANHO JACQUARD ISTAMBUL LISA CORTTEX 
700734;JOGO DE CAMA HOME DESIGN PERCAL 200 FIOS CORTTEX;700734-JOGO DE CAMA HOME DESIGN PERCAL 200 FIOS CORTTEX
700735;BOOK MODATEXTIL;700735-BOOK MODATEXTIL
700739;BOOK DOIS ANJOS GOLD;700739-BOOK DOIS ANJOS GOLD
700740;TAPETE DETROIT;700740-TAPETE DETROIT
700741;TAPETE LUX;700741-TAPETE LUX
700742;TAPETE LUX;700742-TAPETE LUX
700743;TAPETE ESPANHA;700743-TAPETE ESPANHA
700744;TAPETE ESPANHA;700744-TAPETE ESPANHA
700745;TAPETE CHICAGO;700745-TAPETE CHICAGO
700746;TAPETE STUDIO MIX ;700746-TAPETE STUDIO MIX 
700747;MANTA HOME DESIGN 200 LISA;700747-MANTA HOME DESIGN 200 LISA
700748;COBERTOR SOFT 500;700748-COBERTOR SOFT 500
700749;COBERTOR BOSTON;700749-COBERTOR BOSTON
700750;COBERTOR DEXTER;700750-COBERTOR DEXTER
700751;COBERTOR LUGANO;700751-COBERTOR LUGANO
700752;COBERTOR ASPEN;700752-COBERTOR ASPEN
700753;COBERTOR AUSTIN;700753-COBERTOR AUSTIN
700754;COBERTOR LUSTER FARDO;700754-COBERTOR LUSTER FARDO
700755;COBERTOR LUMINI 300;700755-COBERTOR LUMINI 300
700756;COBERTOR MONTREAL CANELADO H CASA;700756-COBERTOR MONTREAL CANELADO H CASA
700757;COBERTOR PREMIER CANELADO H;700757-COBERTOR PREMIER CANELADO H
700758;COBERTOR PREMIER H;700758-COBERTOR PREMIER H
700759;COBERTOR ASPEN DUPLA FACE H;700759-COBERTOR ASPEN DUPLA FACE H
700760;COBERTOR LISO MICROFIBRA H CASA;700760-COBERTOR LISO MICROFIBRA H CASA
700761;JOGO DE CAMA SUPERCAL CORTTEX;700761-JOGO DE CAMA SUPERCAL CORTTEX
700762;TAPETE VENUS;700762-TAPETE VENUS
700763;TAPETE INTENSE;700763-TAPETE INTENSE
700764;CARTELA DE AMOSTRA MEDIA -3157;700764-CARTELA DE AMOSTRA MEDIA -3157
700765;CARTELA DE AMOSTRA MEDIA -3158;700765-CARTELA DE AMOSTRA MEDIA -3158
700766;CARTELA DE AMOSTRA MEDIA -3159;700766-CARTELA DE AMOSTRA MEDIA -3159
700767;CARTELA DE AMOSTRA MEDIA -3160;700767-CARTELA DE AMOSTRA MEDIA -3160
700768;CARTELA DE AMOSTRA MEDIA -3161;700768-CARTELA DE AMOSTRA MEDIA -3161
700769;CARTELA DE AMOSTRA MEDIA -3162;700769-CARTELA DE AMOSTRA MEDIA -3162
700770;CARTELA DE AMOSTRA MEDIA -3163;700770-CARTELA DE AMOSTRA MEDIA -3163
700771;CARTELA DE AMOSTRA MEDIA -3164;700771-CARTELA DE AMOSTRA MEDIA -3164
700772;CARTELA DE AMOSTRA MEDIA -3165;700772-CARTELA DE AMOSTRA MEDIA -3165
700773;CARTELA DE AMOSTRA MEDIA -3166;700773-CARTELA DE AMOSTRA MEDIA -3166
700774;CARTELA DE AMOSTRA MEDIA -3168;700774-CARTELA DE AMOSTRA MEDIA -3168
700775;CARTELA DE AMOSTRA MEDIA -3169;700775-CARTELA DE AMOSTRA MEDIA -3169
700776;CARTELA DE AMOSTRA MEDIA -3170;700776-CARTELA DE AMOSTRA MEDIA -3170
700777;CARTELA DE AMOSTRA GRANDE - 3157;700777-CARTELA DE AMOSTRA GRANDE - 3157
700778;CARTELA DE AMOSTRA GRANDE - 3158;700778-CARTELA DE AMOSTRA GRANDE - 3158
700779;CARTELA DE AMOSTRA GRANDE - 3159;700779-CARTELA DE AMOSTRA GRANDE - 3159
700780;CARTELA DE AMOSTRA GRANDE - 3160;700780-CARTELA DE AMOSTRA GRANDE - 3160
700781;CARTELA DE AMOSTRA GRANDE - 3161;700781-CARTELA DE AMOSTRA GRANDE - 3161
700782;CARTELA DE AMOSTRA GRANDE - 3162;700782-CARTELA DE AMOSTRA GRANDE - 3162
700783;CARTELA DE AMOSTRA GRANDE - 3163;700783-CARTELA DE AMOSTRA GRANDE - 3163
700784;CARTELA DE AMOSTRA GRANDE - 3164;700784-CARTELA DE AMOSTRA GRANDE - 3164
700785;CARTELA DE AMOSTRA GRANDE - 3165;700785-CARTELA DE AMOSTRA GRANDE - 3165
700786;CARTELA DE AMOSTRA GRANDE - 3166;700786-CARTELA DE AMOSTRA GRANDE - 3166
700787;CARTELA DE AMOSTRA GRANDE - 3168;700787-CARTELA DE AMOSTRA GRANDE - 3168
700788;CARTELA DE AMOSTRA GRANDE - 3169;700788-CARTELA DE AMOSTRA GRANDE - 3169
700789;CARTELA DE AMOSTRA GRANDE - 3170;700789-CARTELA DE AMOSTRA GRANDE - 3170
700790;"JOGO DE BANHEIRO  DALLAS 2 PE�AS ""C""";"700790-JOGO DE BANHEIRO  DALLAS 2 PE�AS ""C"""
700791;KIT COZINHA GOURMET 2 PE�AS CORTTEX 'C';700791-KIT COZINHA GOURMET 2 PE�AS CORTTEX 'C'
700792;JOGO DE CAMA STUDIO MIX  CORTTEX;700792-JOGO DE CAMA STUDIO MIX  CORTTEX
700793;LENCOL DE CIMA COLOR ART CORTTEX;700793-LENCOL DE CIMA COLOR ART CORTTEX
700794;MANTA SHINE 200 FARDO;700794-MANTA SHINE 200 FARDO
700795;MANTA SHINE 200 CINTA;700795-MANTA SHINE 200 CINTA
700796;BOOK PIETRO;700796-BOOK PIETRO
700797;TAPETE DALLAS Dcasa;700797-TAPETE DALLAS Dcasa
700798;JOGO DE BANHEIRO DALLAS DCAZA 2 PECAS;700798-JOGO DE BANHEIRO DALLAS DCAZA 2 PECAS
700799;TOALHA BANHO NAPOLES;700799-TOALHA BANHO NAPOLES
700800;TOALHA ROSTO NAPOLES;700800-TOALHA ROSTO NAPOLES
700801;TOALHA BANHO AURORA;700801-TOALHA BANHO AURORA
700802;TOALHA ROSTO AURORA;700802-TOALHA ROSTO AURORA
700803;TOALHA BANHO CHARLOTE;700803-TOALHA BANHO CHARLOTE
700804;TOALHA ROSTO CHARLOTE;700804-TOALHA ROSTO CHARLOTE
700805;TOALHA BANHO  SUPER SOFT ZERO TWIST ;700805-TOALHA BANHO  SUPER SOFT ZERO TWIST 
700806;TOALHA ROSTO  SUPER SOFT ZERO TWIST ;700806-TOALHA ROSTO  SUPER SOFT ZERO TWIST 
700807;TOALHA BANH�O  SUPER SOFT ZERO TWIST ;700807-TOALHA BANH�O  SUPER SOFT ZERO TWIST 
700808;TOALHA BANHO RAVENA;700808-TOALHA BANHO RAVENA
700809;TOALHA ROSTO RAVENA;700809-TOALHA ROSTO RAVENA
700810;TOALHA BANHO ANTALIA;700810-TOALHA BANHO ANTALIA
700811;CARTELA DE AMOSTRA GRANDE - 3192;700811-CARTELA DE AMOSTRA GRANDE - 3192
700812;CARTELA DE AMOSTRA GRANDE - 3193;700812-CARTELA DE AMOSTRA GRANDE - 3193
700813;CARTELA DE AMOSTRA GRANDE - 3194;700813-CARTELA DE AMOSTRA GRANDE - 3194
700814;CARTELA DE AMOSTRA MEDIA - 3192;700814-CARTELA DE AMOSTRA MEDIA - 3192
700815;CARTELA DE AMOSTRA MEDIA - 3193;700815-CARTELA DE AMOSTRA MEDIA - 3193
700816;CARTELA DE AMOSTRA MEDIA - 3194;700816-CARTELA DE AMOSTRA MEDIA - 3194
700817;JOGO DE CAMA LIVING ART 300 FIOS CETIM EST;700817-JOGO DE CAMA LIVING ART 300 FIOS CETIM EST
700818;LENCOL COM ELASTICO SUPERCAL;700818-LENCOL COM ELASTICO SUPERCAL
700819;LENCOL COM ELASTICO ESSENCIALE;700819-LENCOL COM ELASTICO ESSENCIALE
700820;ROUPAO LUGANO;700820-ROUPAO LUGANO
700821;MANTA LE PETIT COM BICHINHO;700821-MANTA LE PETIT COM BICHINHO
700822;MANTA LE PETIT COM TRAVESSEIRO;700822-MANTA LE PETIT COM TRAVESSEIRO
700823;MANTA LE PETIT COM BOLSA;700823-MANTA LE PETIT COM BOLSA
700824;COLCHA ATTUALE ESTAMPADA;700824-COLCHA ATTUALE ESTAMPADA
700825;STEIN - 3200 1.42M;700825-STEIN - 3200 1.42M
700826;STEIN VELVET - 4699 1.42M;700826-STEIN VELVET - 4699 1.42M
700827;STEIN - 3040 1.42M;700827-STEIN - 3040 1.42M
700828;STEIN - 3210 1.42M;700828-STEIN - 3210 1.42M
700829;STEIN - 3235 1.42M;700829-STEIN - 3235 1.42M
700830;STEIN - 3220 1.42M;700830-STEIN - 3220 1.42M
700831;STEIN - 3215 1.42M;700831-STEIN - 3215 1.42M
700832;STEIN - 3205 1.42M;700832-STEIN - 3205 1.42M
700833;STEIN - 3090 1.42M;700833-STEIN - 3090 1.42M
700834;STEIN - 3230 1.42M;700834-STEIN - 3230 1.42M
700836;FRONHA SUPERCAL T CORTTEX;700836-FRONHA SUPERCAL T CORTTEX
700837;LENCOL COM ELASTICO SUPERCAL T SIMPLES CORTTEX;700837-LENCOL COM ELASTICO SUPERCAL T SIMPLES CORTTEX
700838;TOALHA DE BANHO JACQUARD ISTAMBUL LISA CORTTEX ;700838-TOALHA DE BANHO JACQUARD ISTAMBUL LISA CORTTEX 
700839;TAPETE LOS ANGELES CORTTEX;700839-TAPETE LOS ANGELES CORTTEX
700840;TAPETE LOS ANGELES CORTTEX;700840-TAPETE LOS ANGELES CORTTEX
700841;TAPETE LOS ANGELES CORTTEX;700841-TAPETE LOS ANGELES CORTTEX
700842;TAPETE TOQUIO CORTTEX;700842-TAPETE TOQUIO CORTTEX
700843;TAPETE TOQUIO CORTTEX;700843-TAPETE TOQUIO CORTTEX
700844;TAPETE TOQUIO CORTTEX;700844-TAPETE TOQUIO CORTTEX
700845;TAPETE TOQUIO CORTTEX;700845-TAPETE TOQUIO CORTTEX
700846;TAPETE COMFORT MESCLADO CORTTEX;700846-TAPETE COMFORT MESCLADO CORTTEX
700847;TAPETE DALLAS LISTRADO CORTTEX;700847-TAPETE DALLAS LISTRADO CORTTEX
700848;TAPETE DAMASCO CORTTEX;700848-TAPETE DAMASCO CORTTEX
700849;TAPETE SAINT-TROPEZ CORTTEX;700849-TAPETE SAINT-TROPEZ CORTTEX
700850;TAPETE MALDIVAS CORTTEX;700850-TAPETE MALDIVAS CORTTEX
700851;TAPETE �FESO CORTTEX;700851-TAPETE �FESO CORTTEX
700852;TAPETE KONYA CORTTEX;700852-TAPETE KONYA CORTTEX
700853;TAPETE ADANA CORTTEX;700853-TAPETE ADANA CORTTEX
700854;TAPETE VANCOUVER CORTTEX;700854-TAPETE VANCOUVER CORTTEX
700855;TAPETE DINAMARCA CORTTEX;700855-TAPETE DINAMARCA CORTTEX
700856;TAPETE MUNIQUE CORTTEX;700856-TAPETE MUNIQUE CORTTEX
