Codigo Familia;Familia;legado
4564;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4564-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4566;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4566-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4569;MICROFIBRA 65G/M2 2.25M;4569-MICROFIBRA 65G/M2 2.25M
4570;MICROFIBRA 65G/M2 2.25M ESTAMPADA;4570-MICROFIBRA 65G/M2 2.25M ESTAMPADA
4567;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4567-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4568;MICROFIBRA 60G/M2 2.40M;4568-MICROFIBRA 60G/M2 2.40M
4571;MICROFIBRA 2.50 M;4571-MICROFIBRA 2.50 M
4571;MICROFIBRA 2.55 M;4571-MICROFIBRA 2.55 M
4572;MICROFIBRA 90G/M2 2.50M ESTAMPADA;4572-MICROFIBRA 90G/M2 2.50M ESTAMPADA
4573;MICROFIBRA ESTAMPADO 70G/M2 2.40M;4573-MICROFIBRA ESTAMPADO 70G/M2 2.40M
4574;MICROFIBRA 90G/M2 2.50M;4574-MICROFIBRA 90G/M2 2.50M
4575;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4575-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4576;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4576-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4577;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4577-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4578;MICROFIBRA ESTAMPADO 70G/M2 2.54M;4578-MICROFIBRA ESTAMPADO 70G/M2 2.54M
4579;MICROFIBRA 2.66 M;4579-MICROFIBRA 2.66 M
4580;VELUDO 1.40M;4580-VELUDO 1.40M
4581;SUPERCAL 180 FIOS 2.40M ENFESTADO;4581-SUPERCAL 180 FIOS 2.40M ENFESTADO
4582;SUPERCAL 180 FIOS 2.50M;4582-SUPERCAL 180 FIOS 2.50M
4583;MICROFIBRA 90G/M2 2.10M ESTAMPADA;4583-MICROFIBRA 90G/M2 2.10M ESTAMPADA
4584;MICROFIBRA ESTAMPADO 70G/M2 2.54M (STUDIO MIX);4584-MICROFIBRA ESTAMPADO 70G/M2 2.54M (STUDIO MIX)
4585;SUPERCAL A 180 FIOS 2.50M;4585-SUPERCAL A 180 FIOS 2.50M
4586;MICROFIBRA 90G/M2 2.50M ESTAMPADA;4586-MICROFIBRA 90G/M2 2.50M ESTAMPADA
4587;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4587-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4588;MICROFIBRA 90G/M2 2.50M ESTAMPADA;4588-MICROFIBRA 90G/M2 2.50M ESTAMPADA
4589;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4589-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4590;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4590-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4591;LINHO 1.43M;4591-LINHO 1.43M
4592;MICROFIBRA 60G/M2 2.40M ESTAMPADA;4592-MICROFIBRA 60G/M2 2.40M ESTAMPADA
4593;MICROFIBRA 90GSM 2.50M;4593-MICROFIBRA 90GSM 2.50M
4594;MICROFIBRA 80G/M2 2.50M ESTAMPADA;4594-MICROFIBRA 80G/M2 2.50M ESTAMPADA
4602;VOIL 1.50M;4602-VOIL 1.50M
4603;VOIL 1.50M;4603-VOIL 1.50M
4604;VOIL 1.50M;4604-VOIL 1.50M
4605;FLAME 1.40M;4605-FLAME 1.40M
4606;FLAME 1.40M;4606-FLAME 1.40M
4607;FLAME 1.40M;4607-FLAME 1.40M
4635;VOIL GLACE 2.80M;4635-VOIL GLACE 2.80M
4637;ROMANO 2.80M;4637-ROMANO 2.80M
4646;SEMI BLACKOUT EST 2.80M;4646-SEMI BLACKOUT EST 2.80M
4659;MICROFIBRA 65G/M2 2.40M ESTAMPADA;4659-MICROFIBRA 65G/M2 2.40M ESTAMPADA
4665;LINEN LOOK MODERN 1.42M;4665-LINEN LOOK MODERN 1.42M
4672;MICROFIBRA 90G/M2 2.50M ESTAMPADA;4672-MICROFIBRA 90G/M2 2.50M ESTAMPADA
4687;MICROFIBRA 2687 300 FIOS 2.80M PRODUCAO EST;4687-MICROFIBRA 2687 300 FIOS 2.80M PRODUCAO EST
4691;LINHO 1.43M;4691-LINHO 1.43M
4699;VELUDO 1.40M;4699-VELUDO 1.40M
4705;FLAME D'ACQUA 1.40M;4705-FLAME D'ACQUA 1.40M
4710;VOIL XD 3 1.45M;4710-VOIL XD 3 1.45M
4801;VOIL 1.50M;4801-VOIL 1.50M
4805;FLAME D'ACQUA 1.40M;4805-FLAME D'ACQUA 1.40M
4900;TECIDO ATTUALE EST 150 FIOS 2.50M;4900-TECIDO ATTUALE EST 150 FIOS 2.50M
4945;BLACK OUT 1.45M;4945-BLACK OUT 1.45M
4970;TECIDO ESSENCIALE EST 120 FIOS 2.50M;4970-TECIDO ESSENCIALE EST 120 FIOS 2.50M
5565;TECIDO MATELADO ULTRASOUND COLOR ART 2,40M;5565-TECIDO MATELADO ULTRASOUND COLOR ART 2,40M
5805;FLAME 1.40M;5805-FLAME 1.40M
6800;MICROFIBRA EST 2.45M;6800-MICROFIBRA EST 2.45M
6805;FLAME 1.40M;6805-FLAME 1.40M
6900;LINEN LOOK DIVERSOS 1.42M;6900-LINEN LOOK DIVERSOS 1.42M
6901;VELUDO DIVERSOS 1.42M;6901-VELUDO DIVERSOS 1.42M
7098;VOIL 3.00 M;7098-VOIL 3.00 M
7117;LINEN LOOK MIAMI 3.00M;7117-LINEN LOOK MIAMI 3.00M
7118;LINEN LOOK CALIFORNIA 3.00M;7118-LINEN LOOK CALIFORNIA 3.00M
7119;FLAME NEW YORK 3.00M;7119-FLAME NEW YORK 3.00M
7125;BLACKOUT DUPLA FACE CHICAGO;7125-BLACKOUT DUPLA FACE CHICAGO
7128;BLACKOUT BOSTON 3.00M;7128-BLACKOUT BOSTON 3.00M
7132;CHIFFON ANNECY 3.00M;7132-CHIFFON ANNECY 3.00M
7133;VOIL ESPECIAL MALTA 3.00 M;7133-VOIL ESPECIAL MALTA 3.00 M
7157;LINEN LOOK ESPECIAL 2.80M;7157-LINEN LOOK ESPECIAL 2.80M
7158;LINEN LOOK ESPECIAL 2.80M;7158-LINEN LOOK ESPECIAL 2.80M
7168;GRANITE DELI;7168-GRANITE DELI
7169;LINEN LOOK BARCELONA 3.00M;7169-LINEN LOOK BARCELONA 3.00M
7170;LINEN LOOK ESPECIAL 2.80M;7170-LINEN LOOK ESPECIAL 2.80M
7173;LINEN LOOK ESPECIAL 2.80M;7173-LINEN LOOK ESPECIAL 2.80M
7175;LINEM LOOK ESPECIAL 3.00M;7175-LINEM LOOK ESPECIAL 3.00M
7200;VOIL LISO 19009;7200-VOIL LISO 19009
7201;VOIL LISO 19440;7201-VOIL LISO 19440
7219;LINEN LOOK 1.42M                                                 ;7219-LINEN LOOK 1.42M                                                 
7350;SUEDE 1.48M;7350-SUEDE 1.48M
7351;SUEDE BD 1.48M;7351-SUEDE BD 1.48M
7379;BLACK OUT 2.80M;7379-BLACK OUT 2.80M
7380;BLACK OUT MAGNETIC 2.80M;7380-BLACK OUT MAGNETIC 2.80M
7386;FORRO MICROFIBRA 2.55M;7386-FORRO MICROFIBRA 2.55M
7387;VELUDO 1.45M;7387-VELUDO 1.45M
7389;BLACK OUT 2.80M;7389-BLACK OUT 2.80M
7393;VOIL FLAME LIST 2.80M;7393-VOIL FLAME LIST 2.80M
7400;TAMARA 1.45M;7400-TAMARA 1.45M
7402;DAMASCO 1.40M;7402-DAMASCO 1.40M
7403;LIRA 1.45M;7403-LIRA 1.45M
7405;TELA RUSTICA 1.45M;7405-TELA RUSTICA 1.45M
7406;CHEVRON 1.45M;7406-CHEVRON 1.45M
7407;CHEVRON XD 1.45M;7407-CHEVRON XD 1.45M
7408;CHEVRON LIST 1.45M;7408-CHEVRON LIST 1.45M
7409;RUSTICO 2.80M;7409-RUSTICO 2.80M
7413;VOIL LINHO LIST 2.90M;7413-VOIL LINHO LIST 2.90M
7414;VOIL LINHO LIST 2.90M;7414-VOIL LINHO LIST 2.90M
7415;VOIL LINHO LIST 2.90M;7415-VOIL LINHO LIST 2.90M
7416;VOIL LINHO LIST 2.90M;7416-VOIL LINHO LIST 2.90M
7418;VOIL LINHO LIST 2.80M;7418-VOIL LINHO LIST 2.80M
7424;JACQUARD 1.40M;7424-JACQUARD 1.40M
7440;BLACK OUT SILK 2.80M;7440-BLACK OUT SILK 2.80M
7455;VOIL FLAME 2.80M;7455-VOIL FLAME 2.80M
7464;VELUDO 1.45M;7464-VELUDO 1.45M
7473;LINEN LOOK 2.80M;7473-LINEN LOOK 2.80M
7475;LINEN LOOK 2.80M;7475-LINEN LOOK 2.80M
7476;LINEN LOOK 2.80M;7476-LINEN LOOK 2.80M
7477;LINEN LOOK 2.80M;7477-LINEN LOOK 2.80M
7478;LINEN LOOK 2.80M;7478-LINEN LOOK 2.80M
7479;LINEN LOOK 2.80M;7479-LINEN LOOK 2.80M
7480;LINEN LOOK 2.80M;7480-LINEN LOOK 2.80M
7482;LINEN LOOK 2.80M;7482-LINEN LOOK 2.80M
7485;LINEN LOOK 2.80M;7485-LINEN LOOK 2.80M
7488;LINEN LOOK 2.80M;7488-LINEN LOOK 2.80M
7490;LINEN LOOK 2.80M;7490-LINEN LOOK 2.80M
7491;LINEN LOOK 2.80M;7491-LINEN LOOK 2.80M
7493;LINEN LOOK 2.80M;7493-LINEN LOOK 2.80M
7495;LINEN LOOK 2.80M;7495-LINEN LOOK 2.80M
7496;LINEN LOOK 2.80M;7496-LINEN LOOK 2.80M
7497;LINEN LOOK 2.90M;7497-LINEN LOOK 2.90M
7498;LINEN LOOK 2.80M;7498-LINEN LOOK 2.80M
7499;LINEN LOOK 2.80M;7499-LINEN LOOK 2.80M
7500;SUEDE 1.45M;7500-SUEDE 1.45M
7508;VOIL BD 2.80M;7508-VOIL BD 2.80M
7509;VOIL BD 2.80M;7509-VOIL BD 2.80M
7510;VOIL BD 2.80M;7510-VOIL BD 2.80M
7512;VOIL BD 2.80M;7512-VOIL BD 2.80M
7513;VOIL BD 2.80M;7513-VOIL BD 2.80M
7514;VOIL BD 2.80M;7514-VOIL BD 2.80M
7515;VOIL BD 2.80M;7515-VOIL BD 2.80M
7516;VOIL BD 2.80M;7516-VOIL BD 2.80M
7518;VOIL BD 2.80M;7518-VOIL BD 2.80M
7519;VOIL BD 2.80M;7519-VOIL BD 2.80M
7522;VOIL LIST 2.80M;7522-VOIL LIST 2.80M
7524;VOIL LIST 2.80M;7524-VOIL LIST 2.80M
7526;VOIL LIST 2.80M;7526-VOIL LIST 2.80M
7529;VOIL LIST 2.80M;7529-VOIL LIST 2.80M
7531;VOIL LIST 2.80M;7531-VOIL LIST 2.80M
7536;JACQUARD 1.50M;7536-JACQUARD 1.50M
7537;SUEDE LISO 1.40M;7537-SUEDE LISO 1.40M
7538;JACQUARD 1.47M;7538-JACQUARD 1.47M
7540;SUEDE LAMINADO 1.40M;7540-SUEDE LAMINADO 1.40M
7541;SUEDE LAMINADO 1.40M;7541-SUEDE LAMINADO 1.40M
7542;SUEDE LAMINADO 1.40M;7542-SUEDE LAMINADO 1.40M
7543;SUEDE LAMINADO 1.40M;7543-SUEDE LAMINADO 1.40M
7544;SUEDE LAMINADO 1.40M;7544-SUEDE LAMINADO 1.40M
7545;MICROFIBRA 2.25M;7545-MICROFIBRA 2.25M
7546;BLACK OUT 2.80M;7546-BLACK OUT 2.80M
7547;FORRO MICROFIBRA 2.80M;7547-FORRO MICROFIBRA 2.80M
7548;SEMI BLACKOUT CLD 2.80M;7548-SEMI BLACKOUT CLD 2.80M
7551;JACQUARD 1.50M;7551-JACQUARD 1.50M
7553;SUEDE ESPECIAL 1.45M;7553-SUEDE ESPECIAL 1.45M
7557;VELUDO ANIMALE 1.40M;7557-VELUDO ANIMALE 1.40M
7562;VOIL LIST 2.80M;7562-VOIL LIST 2.80M
7563;VOIL LIST 2.80M;7563-VOIL LIST 2.80M
7564;VOIL LIST 2.80M;7564-VOIL LIST 2.80M
7565;VOIL LIST 2.80M;7565-VOIL LIST 2.80M
7566;VOIL LIST 2.80M;7566-VOIL LIST 2.80M
7567;VOIL LIST 2.80M;7567-VOIL LIST 2.80M
7568;VOIL LIST 2.80M;7568-VOIL LIST 2.80M
7569;VOIL LIST 2.80M;7569-VOIL LIST 2.80M
7570;VOIL LIST 2.80M;7570-VOIL LIST 2.80M
7571;VOIL LIST 2.80M;7571-VOIL LIST 2.80M
7580;VELUDO AM 1.42M;7580-VELUDO AM 1.42M
7586;LINHO LIST 1.45M;7586-LINHO LIST 1.45M
7589;JACQUARD 2.80M;7589-JACQUARD 2.80M
7590;ARTCOURO 1.41M;7590-ARTCOURO 1.41M
7591;LINHO LISO 1.50M;7591-LINHO LISO 1.50M
7592;LINHO LISO 2.80M;7592-LINHO LISO 2.80M
7594;LINHO LIST 2.80M;7594-LINHO LIST 2.80M
7595;LINHO LIST 2.80M;7595-LINHO LIST 2.80M
7596;LINHO LIST 2.80M;7596-LINHO LIST 2.80M
7597;LINHO LISO 2.80M;7597-LINHO LISO 2.80M
7598;LINHO LISO 2.80M;7598-LINHO LISO 2.80M
7606;VOIL FLAME LIST I 2.80M;7606-VOIL FLAME LIST I 2.80M
7607;VOIL FLAME LIST II 2.80M;7607-VOIL FLAME LIST II 2.80M
7608;NATURAL LOOK 2.80M;7608-NATURAL LOOK 2.80M
7609;NATURAL LOOK 2.80M;7609-NATURAL LOOK 2.80M
7611;VOIL CORTTEX XD 3.00M;7611-VOIL CORTTEX XD 3.00M
7612;NATURAL LOOK 2.80M;7612-NATURAL LOOK 2.80M
7613;NATURAL LOOK 2.80M;7613-NATURAL LOOK 2.80M
7614;NATURAL LOOK 2.80M;7614-NATURAL LOOK 2.80M
7615;NATURAL LOOK 2.80M;7615-NATURAL LOOK 2.80M
7616;NATURAL LOOK 2.80M;7616-NATURAL LOOK 2.80M
7617;NATURAL LOOK 2.80M;7617-NATURAL LOOK 2.80M
7618;NATURAL LOOK 2.80M;7618-NATURAL LOOK 2.80M
7619;RUSTICO 4 3.00M;7619-RUSTICO 4 3.00M
7620;VOIL CORTTEX XD 3.00M;7620-VOIL CORTTEX XD 3.00M
7622;VOIL DEVORE 2.80M;7622-VOIL DEVORE 2.80M
7623;VOIL DEVORE 2.80M;7623-VOIL DEVORE 2.80M
7625;VOIL DEVORE 2.80M;7625-VOIL DEVORE 2.80M
7626;VOIL DEVORE 2.80M;7626-VOIL DEVORE 2.80M
7627;VOIL DEVORE 2.80M;7627-VOIL DEVORE 2.80M
7628;VOIL DEVORE 2.80M;7628-VOIL DEVORE 2.80M
7629;VELLUTO JACQ 1.42M;7629-VELLUTO JACQ 1.42M
7630;VELLUTO JACQ 1.42M;7630-VELLUTO JACQ 1.42M
7631;VELLUTO JACQ 1.42M;7631-VELLUTO JACQ 1.42M
7632;VELLUTO JACQ 1.42M;7632-VELLUTO JACQ 1.42M
7635;VOIL GLACE 2.80M;7635-VOIL GLACE 2.80M
7636;VELUDO PENA 1.40M;7636-VELUDO PENA 1.40M
7637;ROMANO 2.80M;7637-ROMANO 2.80M
7641;NATURAL LOOK 2.80M;7641-NATURAL LOOK 2.80M
7645;BLACK OUT RUST LIST 2.80M;7645-BLACK OUT RUST LIST 2.80M
7648;VOIL SUICO 3.00M;7648-VOIL SUICO 3.00M
7652;VELUDO 1.45M;7652-VELUDO 1.45M
7655;VOIL NEVADO 3.00M;7655-VOIL NEVADO 3.00M
7658;BLACK OUT RUST 2.80M;7658-BLACK OUT RUST 2.80M
7661;LINEN LOOK 1.42M;7661-LINEN LOOK 1.42M
7662;VOIL CRISTAL 3.00M;7662-VOIL CRISTAL 3.00M
7664;LINEN LOOK RUSTIK 1.45M;7664-LINEN LOOK RUSTIK 1.45M
7665;LINEN LOOK MODERN 1.42M;7665-LINEN LOOK MODERN 1.42M
7682;GORGURAO 3.00M;7682-GORGURAO 3.00M
7687;MICROFIBRA CLASSIC 2.80M;7687-MICROFIBRA CLASSIC 2.80M
7688;VOIL FLAME LIST 2.80M;7688-VOIL FLAME LIST 2.80M
7689;TAFETA FLAME 2.87M;7689-TAFETA FLAME 2.87M
7691;RUSTICO 3 3.00M;7691-RUSTICO 3 3.00M
7692;VOIL LIST 3.00M;7692-VOIL LIST 3.00M
7693;VOIL LIST 3.00M;7693-VOIL LIST 3.00M
7694;VOIL LIST 3.00M;7694-VOIL LIST 3.00M
7695;VOIL LIST 3.00M;7695-VOIL LIST 3.00M
7696;VOIL LIST 3.00M;7696-VOIL LIST 3.00M
7697;VOIL SHANTUNG 3.00M;7697-VOIL SHANTUNG 3.00M
7699;VELUDO 1.45M;7699-VELUDO 1.45M
7700;VOIL LINHO LIST 3.00M;7700-VOIL LINHO LIST 3.00M
7701;VOIL LISO;7701-VOIL LISO
7702;VOIL TAFETA 3.00M;7702-VOIL TAFETA 3.00M
7703;SHANTUNG VENEZA 3.00M;7703-SHANTUNG VENEZA 3.00M
7704;ALGODAO MADRI 2.50M;7704-ALGODAO MADRI 2.50M
7706;LINEN LOOK TRELLIS 1.45M;7706-LINEN LOOK TRELLIS 1.45M
7707;LINEN LOOK CORTONA 1.42M;7707-LINEN LOOK CORTONA 1.42M
7708;VELUDO PARIS 1.42M;7708-VELUDO PARIS 1.42M
7709;VELUDO ORLEANS 1.42M;7709-VELUDO ORLEANS 1.42M
7710;VOIL LIST 3.00M;7710-VOIL LIST 3.00M
7711;VOIL SUPER 3.00M;7711-VOIL SUPER 3.00M
7712;VOIL SHANTUNG LINHO 1 3.00M;7712-VOIL SHANTUNG LINHO 1 3.00M
7713;VOIL LINHO LISO 2.90M;7713-VOIL LINHO LISO 2.90M
7715;VOIL FANTASIA 1 3.00M;7715-VOIL FANTASIA 1 3.00M
7716;VOIL FANTASIA 2 3.00M;7716-VOIL FANTASIA 2 3.00M
7717;VOIL SELVAGEM 3.00M;7717-VOIL SELVAGEM 3.00M
7718;VOIL LIST 3.00M;7718-VOIL LIST 3.00M
7722;MILANO 2.80M;7722-MILANO 2.80M
7725;ROMA 2.80M;7725-ROMA 2.80M
7726;LISBOA 2.80M;7726-LISBOA 2.80M
7729;JACQUARD VERMONT 3.00M;7729-JACQUARD VERMONT 3.00M
7730;ASSIS 2.80M;7730-ASSIS 2.80M
7731;SAVONA 2.80M;7731-SAVONA 2.80M
7733;JACQUARD GENOVA 3.00M;7733-JACQUARD GENOVA 3.00M
7734;JACQUARD GENOVA 3.00M;7734-JACQUARD GENOVA 3.00M
7735;JACQUARD GENOVA 3.00M;7735-JACQUARD GENOVA 3.00M
7736;SEMI BLACKOUT MONACO 2.80M;7736-SEMI BLACKOUT MONACO 2.80M
7737;VOIL FERRARA 2.80M;7737-VOIL FERRARA 2.80M
7738;VOIL RAVENA 2.80M;7738-VOIL RAVENA 2.80M
7740;VOIL BELLARIA 2.80M;7740-VOIL BELLARIA 2.80M
7741;VOIL CAPRI 2.80M;7741-VOIL CAPRI 2.80M
7742;VOIL VICENZA 2.80M;7742-VOIL VICENZA 2.80M
7743;VOIL PADUA 2.80M;7743-VOIL PADUA 2.80M
7744;VOIL BOSCO 2.80M;7744-VOIL BOSCO 2.80M
7745;VOIL MIRANO 2.80M;7745-VOIL MIRANO 2.80M
7747;JACQUARD VERONA 2.80M;7747-JACQUARD VERONA 2.80M
7750;VELUDO ANIMALE CLD 1.42M;7750-VELUDO ANIMALE CLD 1.42M
7751;VELUDO NATURALE 1.42M;7751-VELUDO NATURALE 1.42M
7752;VELUDO ARTESANO 1.42M;7752-VELUDO ARTESANO 1.42M
7753;VELUDO CLD VELOART 1.42M;7753-VELUDO CLD VELOART 1.42M
7755;VELUDO TRAVERTINO 1.42M;7755-VELUDO TRAVERTINO 1.42M
7756;VELUDO PENA CLD 1.42M;7756-VELUDO PENA CLD 1.42M
7761;VELUDO VERSALHES 1.42M;7761-VELUDO VERSALHES 1.42M
7762;VELUDO MARSELHA 1.42M;7762-VELUDO MARSELHA 1.42M
7778;CETIM 3.00M;7778-CETIM 3.00M
7801;VOIL AMASSADO 1.32 M;7801-VOIL AMASSADO 1.32 M
7813;VELUDO NICE 1.42M;7813-VELUDO NICE 1.42M
7819;VOIL FLAME 3.00M;7819-VOIL FLAME 3.00M
7820;BLACKOUT 2.80M;7820-BLACKOUT 2.80M
7846;MICROFIBRA 60G/M2 2.40M ESTAMPADA;7846-MICROFIBRA 60G/M2 2.40M ESTAMPADA
7848;MICROFIBRA 65G/M2 2.40M;7848-MICROFIBRA 65G/M2 2.40M
7849;BLACKOUT LISO 2.80M;7849-BLACKOUT LISO 2.80M
7850;VELUDO LYON 1.42M;7850-VELUDO LYON 1.42M
7852;VOIL FLAME 3.00M;7852-VOIL FLAME 3.00M
7856;BLACKOUT LINEN LOOK 2.80M;7856-BLACKOUT LINEN LOOK 2.80M
7858;VOIL FANTASIA 1 3.00M;7858-VOIL FANTASIA 1 3.00M
7859;VOIL FANTASIA 2 3.00M;7859-VOIL FANTASIA 2 3.00M
7861;LINHO LISO 3.00M;7861-LINHO LISO 3.00M
7862;LINHO LISO 3.00M;7862-LINHO LISO 3.00M
7863;LINHO LISO 3.00M;7863-LINHO LISO 3.00M
7864;RUSTICO 3.00M                                                    ;7864-RUSTICO 3.00M                                                    
7865;NATURAL LOOK 3.00M;7865-NATURAL LOOK 3.00M
7866;NATURAL LOOK 3.00M;7866-NATURAL LOOK 3.00M
7867;NATURAL LOOK 3.00M;7867-NATURAL LOOK 3.00M
7868;NATURAL LOOK 3.00M;7868-NATURAL LOOK 3.00M
7869;VOIL LINHO 3.00M;7869-VOIL LINHO 3.00M
7870;ROMA 3.00M;7870-ROMA 3.00M
7876;VELUDO ATENAS 1.42M;7876-VELUDO ATENAS 1.42M
7878;VELUDO FLORENCA 1.42M;7878-VELUDO FLORENCA 1.42M
7903;VOIL BD 2.90M;7903-VOIL BD 2.90M
7904;VOIL BD 2.90M;7904-VOIL BD 2.90M
7905;VOIL BD AM 2.70M;7905-VOIL BD AM 2.70M
7909;VOIL BD AM 2.70M;7909-VOIL BD AM 2.70M
7924;LINEN LOOK BD 3.00M;7924-LINEN LOOK BD 3.00M
7925;VOIL BD 2.80M;7925-VOIL BD 2.80M
7926;VOIL BD 2.80M;7926-VOIL BD 2.80M
7929;SEMI BLACKOUT 3.00M;7929-SEMI BLACKOUT 3.00M
7932;BLACKOUT RUSTICO 2.80M;7932-BLACKOUT RUSTICO 2.80M
7933;BLACKOUT ESPECIAL 2.80M;7933-BLACKOUT ESPECIAL 2.80M
7934;VOIL FLAME ESPECIAL 3.00M;7934-VOIL FLAME ESPECIAL 3.00M
7935;VOIL LIST ESPECIAL 3.00M;7935-VOIL LIST ESPECIAL 3.00M
7941;LINEN LOOK LISTRADO 3.00M;7941-LINEN LOOK LISTRADO 3.00M
7942;LINEN LOOK 3.00M;7942-LINEN LOOK 3.00M
7943;LINEN LOOK PREMIUM 3.00M;7943-LINEN LOOK PREMIUM 3.00M
7944;FLAME LISTRADO 3.00M;7944-FLAME LISTRADO 3.00M
7945;BLACK OUT 1.45M;7945-BLACK OUT 1.45M
7946;FLAME SUPER 3.00M;7946-FLAME SUPER 3.00M
7947;FLAME ESPECIAL 3.00M;7947-FLAME ESPECIAL 3.00M
7948;LINEN LOOK 3.00M;7948-LINEN LOOK 3.00M
7956;VOIL LINEN LOOK LIST 3.00;7956-VOIL LINEN LOOK LIST 3.00
7957;VOIL BOTONE 3.00M;7957-VOIL BOTONE 3.00M
7971;BOUCLE VENEZA 1.42M;7971-BOUCLE VENEZA 1.42M
7972;LINEN LOOK  MADRID 1.42M;7972-LINEN LOOK  MADRID 1.42M
7977;LINEN LOOK GENOVA 1.42M;7977-LINEN LOOK GENOVA 1.42M
8001;SIENA 1.48M;8001-SIENA 1.48M
8002;AREZZO 1.48M;8002-AREZZO 1.48M
8157;LINEN LOOK DETROIT 3.00M;8157-LINEN LOOK DETROIT 3.00M
8158;LINEN LOOK IRLANDA;8158-LINEN LOOK IRLANDA
8406;VOIL LIST 3.00M;8406-VOIL LIST 3.00M
8535;JACQUARD 1.50M;8535-JACQUARD 1.50M
8544;MICROFIBRA 65G/M2 2.25M;8544-MICROFIBRA 65G/M2 2.25M
8546;MICROFIBRA 3.00M;8546-MICROFIBRA 3.00M
8548;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8548-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8549;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8549-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8550;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8550-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8551;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8551-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8552;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8552-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8553;MICROFIBRA EST 65G/M2 2.40M;8553-MICROFIBRA EST 65G/M2 2.40M
8554;MICROFIBRA EST 60G/M2 2.40M;8554-MICROFIBRA EST 60G/M2 2.40M
8556;MICROFIBRA EST 60G/M2 2.40M;8556-MICROFIBRA EST 60G/M2 2.40M
8557;MICROFIBRA EST 60G/M2 2.40M;8557-MICROFIBRA EST 60G/M2 2.40M
8559;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8559-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8560;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8560-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8562;MICROFIBRA EST 60G/M2 2.40M;8562-MICROFIBRA EST 60G/M2 2.40M
8564;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8564-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8566;MICROFIBRA 60G/M2 2.40M ESTAMPADA;8566-MICROFIBRA 60G/M2 2.40M ESTAMPADA
8593;BLACK OUT 2.80M;8593-BLACK OUT 2.80M
8594;BLACK OUT 2.80M;8594-BLACK OUT 2.80M
8595;BLACK OUT 2.80M;8595-BLACK OUT 2.80M
8596;BLACK OUT 2.80M;8596-BLACK OUT 2.80M
8597;BLACK OUT 2.80M;8597-BLACK OUT 2.80M
8598;BLACK OUT 2.80M;8598-BLACK OUT 2.80M
8611;NATURAL LOOK 2.80M;8611-NATURAL LOOK 2.80M
8635;VOIL GLACE 2.80M;8635-VOIL GLACE 2.80M
8699;VELUDO ESTAMPADO 1.42M;8699-VELUDO ESTAMPADO 1.42M
8701;VOIL LINHO 3.00M;8701-VOIL LINHO 3.00M
8858;LINEN LOOK LILLE 1.42M;8858-LINEN LOOK LILLE 1.42M
8945;LINHO ESPECIAL 3.00M;8945-LINHO ESPECIAL 3.00M
9000;MICROFIBRA 60G/M2 2.40M ESTAMPADA;9000-MICROFIBRA 60G/M2 2.40M ESTAMPADA
9001;MICROFIBRA 90G/M2 2.50M ESTAMPADA;9001-MICROFIBRA 90G/M2 2.50M ESTAMPADA
9999;VERIFICAR;9999-VERIFICAR
99999;PROTETOR DE SOFA;99999-PROTETOR DE SOFA
700002;CORTINA HOME DESIGN MILANO 1.80M X 1.40M CO;700002-CORTINA HOME DESIGN MILANO 1.80M X 1.40M CO
700003;CORTINA HOME DESIGN MILANO 2.30M X 1.40M;700003-CORTINA HOME DESIGN MILANO 2.30M X 1.40M
700004;CORTINA HONE DESIGN MILANO 2.50M X 2.00M;700004-CORTINA HONE DESIGN MILANO 2.50M X 2.00M
